Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       3/631934      HCBAdminAlloc [646]
                0.00    0.01    1808/631934      HCBAdminAddHCB [356]
                0.00    0.04   15077/631934      forward_contract_keep [47]
                0.01    1.77  615046/631934      insert_new_clauses [12]
[39]    11.5    0.01    1.82  631934+1812    DoLiteralSelection [39]
                0.00    1.82  581279/581279      SelectMaxLComplexAvoidPosPred [40]
                0.00    0.00  630123/1266440     EqnListDelProp [799]
                0.00    0.00   48844/48844       SelectNoLiterals [843]
                0.00    0.00       6/115300      PStackGrow [833]
                0.00    0.00       4/1904189     SecureMalloc [795]
                                1812             DoLiteralSelection [39]
-----------------------------------------------
                0.00    1.82  581279/581279      DoLiteralSelection [39]
[40]    11.4    0.00    1.82  581279         SelectMaxLComplexAvoidPosPred [40]
                0.00    1.67  581279/1126109     ClauseMarkMaximalTerms [16]
                0.01    0.07  495868/495868      generic_uniq_selection [169]
                0.01    0.04  495868/495868      pos_pred_dist_array_compute [201]
                0.01    0.00  581279/581279      EqnListQueryPropNumber [330]
                0.00    0.01  495868/498769      PDArrayFree [348]
-----------------------------------------------
                0.00    1.57   15077/15077       ComputeAllParamodulantsIndexed [14]
[41]     9.9    0.00    1.57   15077         ComputeIntoParamodulants [41]
                0.00    1.57    8923/8923        compute_pos_into_pm [42]
                0.00    0.00    7120/714949      UnpackClausePos [118]
                0.00    0.00   51514/3494255     ClauseERNormalizeVar [164]
                0.00    0.00   15077/30154       ClauseCollectFromTermsPos [850]
-----------------------------------------------
                0.00    1.57    8923/8923        ComputeIntoParamodulants [41]
[42]     9.9    0.00    1.57    8923         compute_pos_into_pm [42]
                0.00    1.55   42877/42877       compute_pos_into_pm_termtree [43]
                0.00    0.01    8923/52672       FPIndexFindUnifiable [177]
                0.00    0.00   60723/3494255     ClauseERNormalizeVar [164]
-----------------------------------------------
                0.00    1.55   42877/42877       compute_pos_into_pm [42]
[43]     9.8    0.00    1.55   42877         compute_pos_into_pm_termtree [43]
                0.01    1.54  112567/112567      compute_pos_into_pm_term [44]
                0.00    0.00   42877/566457      PTreeTraverseInit [228]
                0.00    0.00  155444/1745276     PTreeTraverseNext [295]
                0.00    0.00   42877/3494255     ClauseERNormalizeVar [164]
-----------------------------------------------
                0.01    1.54  112567/112567      compute_pos_into_pm_termtree [43]
[44]     9.7    0.01    1.54  112567         compute_pos_into_pm_term [44]
                0.02    1.48  272873/272873      compute_into_pm_pos_clause [45]
                0.00    0.01  106871/587250      EqnListEqnIsStrictlyMaximal [203]
                0.00    0.01  112567/814647      SubstMguPossiblyPartial [187]
                0.01    0.00  329757/3494255     ClauseERNormalizeVar [164]
                0.01    0.00  104623/566457      PTreeTraverseInit [228]
                0.00    0.00  377496/1745276     PTreeTraverseNext [295]
                0.00    0.00   15254/218752      TOGreater [249]
                0.00    0.00  107324/964562      ClausePosGetSide [317]
                0.00    0.00  112567/12933490     SubstBacktrack [192]
                0.00    0.00  107324/964562      ClausePosGetOtherSide [804]
                0.00    0.00  104623/488134      sim_paramod_q [821]
-----------------------------------------------
                0.02    1.48  272873/272873      compute_pos_into_pm_term [44]
[45]     9.4    0.02    1.48  272873         compute_into_pm_pos_clause [45]
                0.00    1.15  272121/641421      ClauseParamodConstruct [25]
                0.00    0.19  268231/1893449     ClauseSetInsert [50]
                0.00    0.09  273449/714949      UnpackClausePos [118]
                0.01    0.00  546322/3494255     ClauseERNormalizeVar [164]
                0.01    0.00  197867/362477      EqnListEqnIsMaximal [262]
                0.01    0.00  272873/657049      NumTreeTraverseInit [270]
                0.00    0.01   75128/587250      EqnListEqnIsStrictlyMaximal [203]
                0.00    0.00   33026/218752      TOGreater [249]
                0.00    0.00  273449/964562      ClausePosGetSide [317]
                0.00    0.00  278091/1139133     NumTreeTraverseNext [802]
                0.00    0.00  273449/964562      ClausePosGetOtherSide [804]
                0.00    0.00  268231/636317      update_clause_info [815]
                0.00    0.00  268231/637838      DocClauseCreation [813]
                0.00    0.00  268231/687105      ClausePushDerivation [810]
-----------------------------------------------
                0.00    0.00      95/54492       ProcessSpecificClause [195]
                0.01    1.45   54397/54492       ProcessClause [11]
[46]     9.2    0.01    1.45   54492         ForwardContractClause [46]
                0.00    1.44   54492/54492       forward_contract_keep [47]
                0.00    0.00   39414/698572      ClauseFree [157]
-----------------------------------------------
                0.00    1.44   54492/54492       ForwardContractClause [46]
[47]     9.1    0.00    1.44   54492         forward_contract_keep [47]
                0.00    0.69   13849/13849       ClauseContextualSimplifyReflect [67]
                0.00    0.52   46073/46073       ClauseSetSubsumesFVPackedClause [81]
                0.00    0.07   67814/67814       FVIndexPackClause [185]
                0.00    0.06   54492/693306      ForwardModifyClause [66]
                0.00    0.04   15077/631934      DoLiteralSelection [39]
                0.00    0.03   90997/90997       UnitClauseSetSubsumesClause [242]
                0.00    0.03    9224/1126109     ClauseMarkMaximalTerms [16]
                0.00    0.00   59922/131144      ClauseSortLiterals [309]
                0.00    0.00   54366/2676452     ClauseIsTautology [136]
                0.00    0.00   53964/1304924     ClauseStandardWeight [215]
                0.00    0.00   38887/658222      DocClauseQuote [318]
                0.00    0.00   52736/67814       FVUnpackClause [451]
-----------------------------------------------
                0.02    1.40  641421/641421      ClauseSimParamodConstruct [26]
[48]     8.9    0.02    1.40  641421         EqnListCopyRepl [48]
                0.02    1.38 2863718/2863718     EqnCopyRepl [49]
-----------------------------------------------
                0.02    1.38 2863718/2863718     EqnListCopyRepl [48]
[49]     8.8    0.02    1.38 2863718         EqnCopyRepl [49]
                0.13    0.91 5727436/5727436     TBInsertRepl [57]
                0.02    0.32 2863718/4759829     EqnAlloc [79]
-----------------------------------------------
                0.00    0.00       2/1893449     ClauseSetInsertSet [675]
                0.00    0.00       2/1893449     TableauStartRule [626]
                0.00    0.00       2/1893449     EtableauGetStartRuleCandidates [672]
                0.00    0.00       6/1893449     ClauseTableauEdgeInsert [669]
                0.00    0.00      15/1893449     ClauseTableauMasterCopy [494]
                0.00    0.00      22/1893449     ClauseSetMoveUnits [556]
                0.00    0.00      38/1893449     ClauseTableauExtensionRule <cycle 10> [283]
                0.00    0.00      44/1893449     ClauseTableauChildLabelAlloc [582]
                0.00    0.00      57/1893449     ClauseSetSort [516]
                0.00    0.00      57/1893449     ClauseArchiveCopy [547]
                0.00    0.00      57/1893449     TFormulaToCNF [497]
                0.00    0.00      57/1893449     ProofStateInit [401]
                0.00    0.00      68/1893449     ClauseTableauChildCopy [501]
                0.00    0.00      95/1893449     ProcessSpecificClauseWrapper [193]
                0.00    0.00     101/1893449     ClauseTableauApplySubstitutionToNode [470]
                0.00    0.00     114/1893449     ClauseSetReweight [411]
                0.00    0.00     160/1893449     ClauseERNormalizeVar [164]
                0.00    0.00     184/1893449     ComputeAllEqualityFactors [296]
                0.00    0.00     409/1893449     ClauseArchive [468]
                0.00    0.00     409/1893449     ClauseMoveSimplified [400]
                0.00    0.00     578/1893449     SplitClauseFresh [415]
                0.00    0.00    1229/1893449     ClauseSetPDTIndexedInsert [425]
                0.00    0.00    1337/1893449     ComputeAllEqnResolvents [355]
                0.00    0.00    1791/1893449     remove_subsumed [97]
                0.00    0.00    2483/1893449     ClauseSetCopy [347]
                0.00    0.00    3876/1893449     ProofStateResetProcessedSet [282]
                0.00    0.01   13848/1893449     ClauseSetIndexedInsert [276]
                0.00    0.19  268231/1893449     compute_into_pm_pos_clause [45]
                0.01    0.26  368086/1893449     compute_from_pm_pos_clause [37]
                0.02    0.88 1230091/1893449     insert_new_clauses [12]
[50]     8.7    0.03    1.36 1893449         ClauseSetInsert [50]
                0.02    1.32 5554272/5554272     EvalTreeInsert [52]
                0.01    0.00 5554272/16711572     FVIndexPrint [212]
-----------------------------------------------
                0.71    0.63 19013044/19013044     kbolincmp [28]
[51]     8.4    0.71    0.63 19013044         mfyvwblhs [51]
                0.41    0.00 211939103/414913658     KBOVarGreater [65]
                0.23    0.00 41412243/43942844     inc_vb [117]
-----------------------------------------------
                0.02    1.32 5554272/5554272     ClauseSetInsert [50]
[52]     8.4    0.02    1.32 5554272         EvalTreeInsert [52]
                0.31    0.94 5553956/16378098     splay_tree [15]
                0.07    0.00 5553956/214928253     EvalCompare [24]
-----------------------------------------------
                0.00    0.00     104/15649918     TBTermParseReal <cycle 3> [576]
                0.00    0.00   41474/15649918     TBTermTopInsert [392]
                0.00    0.00   47616/15649918     TBInsert [379]
                0.00    0.01   96979/15649918     TBInsertDisjoint [340]
                0.01    0.12 1585592/15649918     TBInsertNoProps [131]
                0.01    0.29 3979204/15649918     TBInsertOpt [89]
                0.03    0.72 9898949/15649918     TBInsertRepl [57]
[53]     7.5    0.05    1.14 15649918         tb_termtop_insert [53]
                0.01    1.06 15649918/15649918     TermCellStoreInsert [55]
                0.03    0.04 15456812/17037911     TermTopFree [174]
                0.00    0.00     104/110         TypeInferSort [694]
-----------------------------------------------
                             13281698             clause_set_subsumes_clause_indexed [54]
                0.06    0.46   46073/102161      ClauseSetSubsumesFVPackedClause [81]
                0.07    0.56   56088/102161      ClauseSetSubsumesClause [68]
[54]     7.2    0.13    1.01  102161+13281698 clause_set_subsumes_clause_indexed [54]
                0.03    0.57 1309703/1309703     clause_tree_find_subsuming_clause [71]
                0.21    0.00 25634665/47542571     FindRewritableClausesIndexed [94]
                0.10    0.03 12074151/17488923     IntMapIterAlloc [133]
                0.06    0.03 12074151/17488923     IntMapIterFree [149]
                             13281698             clause_set_subsumes_clause_indexed [54]
-----------------------------------------------
                0.01    1.06 15649918/15649918     tb_termtop_insert [53]
[55]     6.7    0.01    1.06 15649918         TermCellStoreInsert [55]
                0.09    0.97 15649918/15649918     TermTreeInsert [56]
-----------------------------------------------
                0.09    0.97 15649918/15649918     TermCellStoreInsert [55]
[56]     6.7    0.09    0.97 15649918         TermTreeInsert [56]
                0.09    0.46 15563722/15618618     splay_term_tree [80]
                0.10    0.32 15563722/32770915     TermTopCompare [60]
-----------------------------------------------
                             9978593             TBInsertRepl [57]
                0.13    0.91 5727436/5727436     EqnCopyRepl [49]
[57]     6.5    0.13    0.91 5727436+9978593 TBInsertRepl [57]
                0.03    0.72 9898949/15649918     tb_termtop_insert [53]
                0.15    0.00 29805878/50623133     TermCopyNormalizeVars [111]
                             9978593             TBInsertRepl [57]
-----------------------------------------------
                0.53    0.48 20142780/20142780     kbolincmp [28]
[58]     6.4    0.53    0.48 20142780         mfyvwbrhs [58]
                0.29    0.00 152231577/414913658     KBOVarGreater [65]
                0.18    0.01 23441165/24842030     dec_vb [125]
-----------------------------------------------
                0.04    0.26 15671276/51079469     EqnTermExtWeight [104]
                0.08    0.59 35408193/51079469     TermTopCompare [60]
[59]     6.1    0.12    0.85 51079469         TermExtWeight [59]
                0.02    0.83 15671276/15671276     prfx_term_weight [62]
-----------------------------------------------
                0.00    0.00   54626/32770915     TermTreeExtract [389]
                0.10    0.32 15563722/32770915     TermTreeInsert [56]
                0.11    0.35 17152567/32770915     splay_term_tree [80]
[60]     5.5    0.21    0.67 32770915         TermTopCompare [60]
                0.08    0.59 35408193/51079469     TermExtWeight [59]
-----------------------------------------------
                0.00    0.24     263/943         ClauseSetFree [115]
                0.00    0.62     680/943         EtableauProofStateResetClauseSets [69]
[61]     5.4    0.00    0.86     943         ClauseSetFreeClauses [61]
                0.00    0.78  569686/1855462     ClauseSetExtractFirst [30]
                0.02    0.07  569686/698572      ClauseFree [157]
-----------------------------------------------
                0.02    0.83 15671276/15671276     TermExtWeight [59]
[62]     5.4    0.02    0.83 15671276         prfx_term_weight [62]
                0.09    0.74 15671276/15671276     PDTreeMatchPrefix [64]
-----------------------------------------------
                0.00    0.84 2855196/2855196     LiteralCompare [22]
[63]     5.3    0.00    0.84 2855196         compare_poseqn_negeqn.lto_priv.648 [63]
                0.05    0.80 6348070/23134314     TOCompare [20]
-----------------------------------------------
                0.09    0.74 15671276/15671276     prfx_term_weight [62]
[64]     5.2    0.09    0.74 15671276         PDTreeMatchPrefix [64]
                0.18    0.22 63954962/65421898     TermLRTraverseNext [88]
                0.07    0.17 18898432/18905074     pdt_select_alt_ref [114]
                0.02    0.08 15671276/20821061     TermLRTraverseInit [141]
-----------------------------------------------
                0.00    0.00       2/414913658     resize_vb [311]
                0.10    0.00 50742976/414913658     kbolincmp [28]
                0.29    0.00 152231577/414913658     mfyvwbrhs [58]
                0.41    0.00 211939103/414913658     mfyvwblhs [51]
[65]     5.0    0.80    0.00 414913658         KBOVarGreater [65]
                0.00    0.00       2/1904189     SecureMalloc [795]
-----------------------------------------------
                0.00    0.06   54492/693306      forward_contract_keep [47]
                0.01    0.73  638814/693306      insert_new_clauses [12]
[66]     5.0    0.01    0.79  693306         ForwardModifyClause [66]
                0.00    0.21  620446/620446      ClausePositiveSimplifyReflect [124]
                0.00    0.20  693362/693362      ClauseComputeLINormalform [126]
                0.00    0.13  584692/584692      ClauseNegativeSimplifyReflect [143]
                0.01    0.08  693362/1819471     EqnListOrient [116]
                0.06    0.02  693362/1331767     EqnListIsTrivial [135]
                0.00    0.07  693362/693476      ClauseRemoveSuperfluousLiterals [181]
                0.00    0.00   38292/46749       DocClauseModification [844]
-----------------------------------------------
                0.00    0.69   13849/13849       forward_contract_keep [47]
[67]     4.3    0.00    0.69   13849         ClauseContextualSimplifyReflect [67]
                0.00    0.68   56088/56088       ClauseSetSubsumesClause [68]
                0.00    0.00   56088/131144      ClauseSortLiterals [309]
                0.00    0.00   13849/1304924     ClauseStandardWeight [215]
                0.00    0.00    2063/2063        ClauseRemoveLiteral [673]
                0.00    0.00  110113/110119      ClauseFlipLiteralSign [834]
                0.00    0.00   69937/69937       Condense [839]
                0.00    0.00   13849/13906       EqnListToStack [870]
                0.00    0.00    2063/46749       DocClauseModification [844]
                0.00    0.00    2063/687105      ClausePushDerivation [810]
-----------------------------------------------
                0.00    0.68   56088/56088       ClauseContextualSimplifyReflect [67]
[68]     4.3    0.00    0.68   56088         ClauseSetSubsumesClause [68]
                0.07    0.56   56088/102161      clause_set_subsumes_clause_indexed [54]
                0.01    0.05   56088/138978      OptimizedVarFreqVectorCompute [142]
                0.00    0.00   56088/278017      FreqVectorFreeReal [399]
-----------------------------------------------
                0.00    0.63      68/68          process_branch_nofork [7]
[69]     4.0    0.00    0.63      68         EtableauProofStateResetClauseSets [69]
                0.00    0.62     680/943         ClauseSetFreeClauses [61]
                0.00    0.01      68/68          GlobalIndicesReset [301]
                0.00    0.00     204/205         FormulaSetFreeFormulas [932]
-----------------------------------------------
                0.01    0.59  617135/617135      ClauseAddEvaluation [21]
[70]     3.8    0.01    0.59  617135         SymTypeWeightCompute [70]
                0.01    0.58  617135/617135      ClauseSymTypeWeight [75]
-----------------------------------------------
                             7295003             clause_tree_find_subsuming_clause [71]
                0.03    0.57 1309703/1309703     clause_set_subsumes_clause_indexed [54]
[71]     3.8    0.03    0.57 1309703+7295003 clause_tree_find_subsuming_clause [71]
                0.08    0.49 3694810/3842882     clause_subsumes_clause [74]
                             7295003             clause_tree_find_subsuming_clause [71]
-----------------------------------------------
                0.00    0.60 1615122/1615122     EqnListCopyOptExcept [73]
[72]     3.7    0.00    0.60 1615122         EqnCopyOpt [72]
                0.02    0.39 3230244/3230244     TBInsertOpt [89]
                0.01    0.18 1615122/4759829     EqnAlloc [79]
-----------------------------------------------
                0.00    0.00     184/638148      ComputeEqualityFactor [391]
                0.00    0.00    1497/638148      ComputeEqRes [380]
                0.00    0.59  636467/638148      ClauseSimParamodConstruct [26]
[73]     3.7    0.00    0.60  638148         EqnListCopyOptExcept [73]
                0.00    0.60 1615122/1615122     EqnCopyOpt [72]
-----------------------------------------------
                0.00    0.02  148072/3842882     clause_tree_find_subsumed_clauses [255]
                0.08    0.49 3694810/3842882     clause_tree_find_subsuming_clause [71]
[74]     3.7    0.08    0.51 3842882         clause_subsumes_clause [74]
                0.02    0.33 3136142/3136142     check_subsumption_possibility [102]
                0.05    0.09  787237/787237      eqn_list_rec_subsume [139]
                0.02    0.00 2361711/47542571     FindRewritableClausesIndexed [94]
                0.00    0.00  787237/12933490     SubstBacktrack [192]
                0.00    0.00    7170/7170        UnitClauseSubsumesClause [442]
                0.00    0.00  787237/787237      IntArrayAlloc [806]
-----------------------------------------------
                0.01    0.58  617135/617135      SymTypeWeightCompute [70]
[75]     3.7    0.01    0.58  617135         ClauseSymTypeWeight [75]
                0.00    0.58 3917819/3917819     LiteralSymTypeWeight [77]
-----------------------------------------------
                0.01    0.57 3917819/3917819     LiteralSymTypeWeight [77]
[76]     3.7    0.01    0.57 3917819         EqnSymTypeWeight [76]
                0.14    0.43 7835638/7835638     TermSymTypeWeight [78]
-----------------------------------------------
                0.00    0.58 3917819/3917819     ClauseSymTypeWeight [75]
[77]     3.7    0.00    0.58 3917819         LiteralSymTypeWeight [77]
                0.01    0.57 3917819/3917819     EqnSymTypeWeight [76]
-----------------------------------------------
                0.14    0.43 7835638/7835638     EqnSymTypeWeight [76]
[78]     3.6    0.14    0.43 7835638         TermSymTypeWeight [78]
                0.43    0.00 63954962/66621381     PDArrayAddVarDistrib [82]
-----------------------------------------------
                0.00    0.00      84/4759829     EqnFOFParse [550]
                0.00    0.00     122/4759829     EqnTBTermDecode [624]
                0.00    0.00     184/4759829     ComputeEqualityFactor [391]
                0.00    0.00     206/4759829     TFormulaTPTPPrint <cycle 7> [569]
                0.00    0.00    5003/4759829     EqnFlatCopy [448]
                0.00    0.01   55253/4759829     EqnCopyDisjoint [293]
                0.00    0.02  220137/4759829     EqnCopy [159]
                0.01    0.18 1615122/4759829     EqnCopyOpt [72]
                0.02    0.32 2863718/4759829     EqnCopyRepl [49]
[79]     3.5    0.03    0.53 4759829         EqnAlloc [79]
                0.04    0.36 3530896/3530903     SigDeclareIsPredicate [92]
                0.08    0.00 4759829/4779015     SizeMallocReal.lto_priv.418 [170]
                0.04    0.00 8509687/8509957     SigIsFixedType [214]
                0.01    0.00 7899688/7899706     GetReturnSort [312]
-----------------------------------------------
                0.00    0.00   54896/15618618     TermTreeExtract [389]
                0.09    0.46 15563722/15618618     TermTreeInsert [56]
[80]     3.5    0.10    0.46 15618618         splay_term_tree [80]
                0.11    0.35 17152567/32770915     TermTopCompare [60]
-----------------------------------------------
                0.00    0.52   46073/46073       forward_contract_keep [47]
[81]     3.2    0.00    0.52   46073         ClauseSetSubsumesFVPackedClause [81]
                0.06    0.46   46073/102161      clause_set_subsumes_clause_indexed [54]
-----------------------------------------------
                             56774205             PDArrayAddVarDistrib [82]
                0.00    0.00     192/66621381     create_var_renaming_de_bruin [702]
                0.00    0.00     414/66621381     TermFindFOOLSubterm [643]
                0.00    0.00     620/66621381     TermIsUntyped [676]
                0.00    0.00    7200/66621381     TermAddSymbolDistributionLimited [554]
                0.00    0.00  124498/66621381     TermCollectVariables [412]
                0.01    0.00 1155915/66621381     TermAddSymbolFeatures [219]
                0.01    0.00 1377580/66621381     PStackDiscardTop [216]
                0.43    0.00 63954962/66621381     TermSymTypeWeight [78]
[82]     2.8    0.45    0.00 66621381+56774205 PDArrayAddVarDistrib [82]
                0.00    0.00    9745/1904189     SecureMalloc [795]
                             56774205             PDArrayAddVarDistrib [82]
-----------------------------------------------
                0.02    0.43 5184806/5184806     NormSubstEqnListExcept [84]
[83]     2.8    0.02    0.43 5184806         SubstNormEqn [83]
                0.22    0.21 10369612/10369612     SubstNormTerm [85]
-----------------------------------------------
                0.00    0.00      57/1299657     TFormulaCollectClause [506]
                0.00    0.00     184/1299657     ComputeEqualityFactor [391]
                0.00    0.00    1497/1299657     ComputeEqRes [380]
                0.00    0.01   15077/1299657     ClauseNormalizeVars [230]
                0.00    0.44 1282842/1299657     ClauseSimParamodConstruct [26]
[84]     2.8    0.00    0.44 1299657         NormSubstEqnListExcept [84]
                0.02    0.43 5184806/5184806     SubstNormEqn [83]
-----------------------------------------------
                0.22    0.21 10369612/10369612     SubstNormEqn [83]
[85]     2.7    0.22    0.21 10369612         SubstNormTerm [85]
                0.19    0.00 60020833/67292905     TBGetFreqConstTerm [123]
                0.02    0.00 2789367/2789436     VarBankGetFreshVar [264]
-----------------------------------------------
                             60128275             ClauseCPosGetSubterm [86]
                0.00    0.00      15/156390115     PDTreeAlloc [747]
                0.00    0.00     721/156390115     pdt_compute_size_constraint [639]
                0.00    0.00    1014/156390115     pdt_compute_age_constraint [635]
                0.00    0.00    1229/156390115     PDTreeInsert [493]
                0.00    0.00    2625/156390115     pdtree_default_cell_free [553]
                0.00    0.00    2670/156390115     PDTNodeAlloc [560]
                0.00    0.00    3504/156390115     pdt_node_succ_stack_create [616]
                0.00    0.00    7374/156390115     delete_clause_entries [485]
                0.00    0.00    9038/156390115     PDTreeDelete [466]
                0.00    0.00   13446/156390115     PDTreeSearchExit [579]
                0.01    0.00 1866149/156390115     pdtree_backtrack [224]
                0.01    0.00 1911666/156390115     pdt_select_alt_ref [114]
                0.01    0.00 3706634/156390115     TermLRTraversePrev [332]
                0.01    0.00 5147293/156390115     PDTreeSearchInit [162]
                0.02    0.00 7003075/156390115     pdtree_forward [144]
                0.03    0.00 10418928/156390115     PDTreeFindNextDemodulator [121]
                0.11    0.00 41642122/156390115     TermLRTraverseInit [141]
                0.23    0.00 84652612/156390115     TermLRTraverseNext [88]
[86]     2.6    0.42    0.00 156390115+60128275 ClauseCPosGetSubterm [86]
                0.00    0.00      98/8490        PDRangeArrEnlarge [472]
                0.00    0.00     108/3321138     PDArrayEnlarge <cycle 5> [331]
                0.00    0.00     923/1904189     SecureMalloc [795]
                             60128275             ClauseCPosGetSubterm [86]
-----------------------------------------------
                                3328             TermCellStoreDeleteRWLinks [87]
                0.00    0.01      34/2105        process_branch_nofork [7]
                0.01    0.39    2071/2105        RemoveRewritableClausesIndexed [91]
[87]     2.6    0.01    0.40    2105+3328    TermCellStoreDeleteRWLinks [87]
                0.06    0.34 1114112/1114112     TermTreeDeleteRWLinks [93]
                                3328             TermCellStoreDeleteRWLinks [87]
-----------------------------------------------
                0.00    0.00    4519/65421898     PDTreeDelete [466]
                0.00    0.00    4615/65421898     PDTreeInsertTerm [492]
                0.00    0.01 1457802/65421898     pdtree_forward [144]
                0.18    0.22 63954962/65421898     PDTreeMatchPrefix [64]
[88]     2.6    0.18    0.23 65421898         TermLRTraverseNext [88]
                0.23    0.00 84652612/156390115     ClauseCPosGetSubterm [86]
-----------------------------------------------
                             5688798             TBInsertOpt [89]
                0.02    0.39 3230244/3230244     EqnCopyOpt [72]
[89]     2.5    0.02    0.39 3230244+5688798 TBInsertOpt [89]
                0.01    0.29 3979204/15649918     tb_termtop_insert [53]
                0.08    0.00 15997488/50623133     TermCopyNormalizeVars [111]
                             5688798             TBInsertOpt [89]
-----------------------------------------------
                0.00    0.00      62/15077       ProcessSpecificClause [195]
                0.00    0.40   15015/15077       ProcessClause [11]
[90]     2.5    0.00    0.41   15077         eliminate_backward_rewritten_clauses [90]
                0.00    0.41     832/832         RemoveRewritableClausesIndexed [91]
-----------------------------------------------
                0.00    0.41     832/832         eliminate_backward_rewritten_clauses [90]
[91]     2.5    0.00    0.41     832         RemoveRewritableClausesIndexed [91]
                0.01    0.39    2071/2105        TermCellStoreDeleteRWLinks [87]
                0.00    0.00     407/409         ClauseMoveSimplified [400]
                0.00    0.00     832/47542571     FindRewritableClausesIndexed [94]
-----------------------------------------------
                0.00    0.00       7/3530903     TypeDeclareIsPredicate [715]
                0.04    0.36 3530896/3530903     EqnAlloc [79]
[92]     2.5    0.04    0.36 3530903         SigDeclareIsPredicate [92]
                0.02    0.29 3221657/3221657     TypeChangeReturnType [107]
                0.01    0.02 3221657/3221658     SigDeclareFinalType [240]
                0.02    0.00 3530903/3530909     SigIsPolymorphic [267]
                0.00    0.00  309246/3530931     SigFixType [789]
-----------------------------------------------
                0.06    0.34 1114112/1114112     TermCellStoreDeleteRWLinks [87]
[93]     2.5    0.06    0.34 1114112         TermTreeDeleteRWLinks [93]
                0.28    0.00 4211357/4211357     TermDeleteRWLink [109]
                0.06    0.00 21301876/21301911     TableauControlGetCores [191]
-----------------------------------------------
                             35819354             FindRewritableClausesIndexed [94]
                0.00    0.00     832/47542571     RemoveRewritableClausesIndexed [91]
                0.00    0.00    1791/47542571     clause_tree_find_subsumed_clauses [255]
                0.00    0.00   30718/47542571     eqn_topsubsumes_termpair [440]
                0.02    0.00 2361711/47542571     clause_subsumes_clause [74]
                0.07    0.00 8100074/47542571     find_spec_literal [103]
                0.09    0.00 11412780/47542571     clauseset_find_subsumed_clauses_indexed [101]
                0.21    0.00 25634665/47542571     clause_set_subsumes_clause_indexed [54]
[94]     2.5    0.39    0.00 47542571+35819354 FindRewritableClausesIndexed [94]
                0.00    0.00     832/832         find_rewritable_clauses_indexed [474]
                0.00    0.00     587/8490        PDRangeArrEnlarge [472]
                             35819354             FindRewritableClausesIndexed [94]
-----------------------------------------------
                0.03    0.36 1234270/1234270     ConjectureTermPrefixWeightCompute [38]
[95]     2.4    0.03    0.36 1234270         ClauseTermExtWeight [95]
                0.03    0.33 7835638/7835638     LiteralTermExtWeight [99]
-----------------------------------------------
                0.00    0.02  247339/4532892     unit_clause_set_subsumes_clause [243]
                0.01    0.12 1655951/4532892     ClauseNegativeSimplifyReflect [143]
                0.01    0.20 2629602/4532892     FindSimplifyingUnit [120]
[96]     2.3    0.02    0.34 4532892         FindSignedTopSimplifyingUnit [96]
                0.00    0.19 4601786/5216187     PDTreeFindNextDemodulator [121]
                0.04    0.04 4532892/5147293     PDTreeSearchInit [162]
                0.03    0.01 9228606/9230806     SubtermIndexDeleteClause [209]
                0.01    0.01 4532892/12933490     SubstBacktrack [192]
                0.00    0.00   81031/8446476     SubstComputeMatch [161]
                0.00    0.00 4532892/5147293     PDTreeSearchExit [579]
-----------------------------------------------
                0.00    0.36   15474/15474       eliminate_backward_subsumed_clauses [98]
[97]     2.3    0.00    0.36   15474         remove_subsumed [97]
                0.00    0.35   15474/15474       ClauseSetFindFVSubsumedClauses [100]
                0.00    0.00    1791/2200        GlobalIndicesDeleteClause [375]
                0.00    0.00    1791/1893113     ClauseSetExtractEntry [27]
                0.00    0.00    1791/1893449     ClauseSetInsert [50]
                0.00    0.00    1791/658222      DocClauseQuote [318]
                0.00    0.00   32739/32747       ProofStateFilterUnprocessed [848]
-----------------------------------------------
                0.00    0.00      62/15077       ProcessSpecificClause [195]
                0.00    0.36   15015/15077       ProcessClause [11]
[98]     2.3    0.00    0.36   15077         eliminate_backward_subsumed_clauses [98]
                0.00    0.36   15474/15474       remove_subsumed [97]
-----------------------------------------------
                0.03    0.33 7835638/7835638     ClauseTermExtWeight [95]
[99]     2.2    0.03    0.33 7835638         LiteralTermExtWeight [99]
                0.03    0.30 7835638/7835638     EqnTermExtWeight [104]
-----------------------------------------------
                0.00    0.35   15474/15474       remove_subsumed [97]
[100]    2.2    0.00    0.35   15474         ClauseSetFindFVSubsumedClauses [100]
                0.15    0.20   15474/15474       clauseset_find_subsumed_clauses_indexed [101]
-----------------------------------------------
                             5165409             clauseset_find_subsumed_clauses_indexed [101]
                0.15    0.20   15474/15474       ClauseSetFindFVSubsumedClauses [100]
[101]    2.2    0.15    0.20   15474+5165409 clauseset_find_subsumed_clauses_indexed [101]
                0.09    0.00 11412780/47542571     FindRewritableClausesIndexed [94]
                0.04    0.01 5068729/17488923     IntMapIterAlloc [133]
                0.02    0.01 5068729/17488923     IntMapIterFree [149]
                0.00    0.02  112152/112152      clause_tree_find_subsumed_clauses [255]
                             5165409             clauseset_find_subsumed_clauses_indexed [101]
-----------------------------------------------
                0.02    0.33 3136142/3136142     clause_subsumes_clause [74]
[102]    2.2    0.02    0.33 3136142         check_subsumption_possibility [102]
                0.05    0.28 4050037/4050037     find_spec_literal [103]
-----------------------------------------------
