Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                                  30             pdt_compute_size_constraint [639]
                0.00    0.00     176/176         pdtree_verify_node_constr [310]
[639]    0.0    0.00    0.00     176+30      pdt_compute_size_constraint [639]
                0.00    0.00     206/434         pdt_node_succ_stack_create [616]
                0.00    0.00     721/156390115     ClauseCPosGetSubterm [86]
                                  30             pdt_compute_size_constraint [639]
-----------------------------------------------
                0.00    0.00      57/57          DerivedTSTPPrint [551]
[640]    0.0    0.00    0.00      57         ClauseTSTPPrint [640]
                0.00    0.00      57/57          ClauseTSTPCorePrint [655]
                0.00    0.00      57/57          ClauseIsUntyped [687]
-----------------------------------------------
                0.00    0.00       1/1           SpecFeaturesCompute [623]
[641]    0.0    0.00    0.00       1         ClauseSetCollectArityInformation [641]
                0.00    0.00       1/3           ClauseSetAddSymbolDistribution [590]
                0.00    0.00      44/380         SigIsSpecial [918]
                0.00    0.00      30/33          ClauseSetScanAC [1029]
                0.00    0.00      28/662236      SigIsPredicate [811]
-----------------------------------------------
                0.00    0.00       1/1           generate_invfreq_precedence [606]
[642]    0.0    0.00    0.00       1         compute_precedence_from_array [642]
                0.00    0.00      43/88          TOGenerateWeights [604]
                0.00    0.00       9/9           OCBCondSetMinConst [765]
                0.00    0.00      10/662236      SigIsPredicate [811]
-----------------------------------------------
                                 123             TermFindFOOLSubterm [643]
                0.00    0.00     168/168         do_fool_unroll [630]
[643]    0.0    0.00    0.00     168+123     TermFindFOOLSubterm [643]
                0.00    0.00     414/2467530     PStackDiscardTop [216]
                0.00    0.00     414/66621381     PDArrayAddVarDistrib [82]
                                 123             TermFindFOOLSubterm [643]
-----------------------------------------------
                0.00    0.00      84/84          TFormulaLitAlloc [645]
[644]    0.0    0.00    0.00      84         EqnTermsTBTermEncode [644]
                0.00    0.00      84/41474       TBTermTopInsert [392]
                0.00    0.00      84/84          TermDefaultCellAlloc.lto_priv.509 [706]
                0.00    0.00      84/4779015     SizeMallocReal.lto_priv.418 [170]
                0.00    0.00      84/84          SigGetEqnCode.lto_priv.644 [977]
-----------------------------------------------
                0.00    0.00      84/84          literal_tform_tstp_parse <cycle 6> [527]
[645]    0.0    0.00    0.00      84         TFormulaLitAlloc [645]
                0.00    0.00      84/84          EqnTermsTBTermEncode [644]
-----------------------------------------------
                0.00    0.00       1/1           ProofControlAlloc [647]
[646]    0.0    0.00    0.00       1         HCBAdminAlloc [646]
                0.00    0.00       3/631934      DoLiteralSelection [39]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[647]    0.0    0.00    0.00       1         ProofControlAlloc [647]
                0.00    0.00       1/1           HCBAdminAlloc [646]
                0.00    0.00       1/1           SelectCQIPrecWNTNp [1181]
                0.00    0.00       1/1           WFCBAdminAlloc [1191]
                0.00    0.00       1/2           HeuristicParmsInitialize [1099]
                0.00    0.00       1/1           sat_solver_init [1202]
-----------------------------------------------
                                 444             TFormulaDistributeDisjunctions [648]
                0.00    0.00      34/34          WTFormulaConjunctiveNF3 [519]
[648]    0.0    0.00    0.00      34+444     TFormulaDistributeDisjunctions [648]
                0.00    0.00      87/948         TFormulaFCodeAlloc [528]
                                 444             TFormulaDistributeDisjunctions [648]
-----------------------------------------------
                                2017             ClauseEliminateNakedBooleanVariables [649]
                0.00    0.00       2/1329        TFormulaSetIntroduceDefs [618]
                0.00    0.00      68/1329        TFormulaApplyDefs [634]
                0.00    0.00     285/1329        TFormulaToCNF [497]
                0.00    0.00     386/1329        do_bool_eqn_replace [583]
                0.00    0.00     588/1329        do_fool_unroll [630]
[649]    0.0    0.00    0.00    1329+2017    ClauseEliminateNakedBooleanVariables [649]
                0.00    0.00     293/190480      ClauseSetUnfoldEqDefNormalize [362]
                0.00    0.00      57/12933490     SubstBacktrack [192]
                0.00    0.00      57/13906       EqnListToStack [870]
                0.00    0.00      26/1904189     SecureMalloc [795]
                                2017             ClauseEliminateNakedBooleanVariables [649]
-----------------------------------------------
                                 173             TFormulaSimplify [650]
                0.00    0.00      34/34          WTFormulaConjunctiveNF3 [519]
[650]    0.0    0.00    0.00      34+173     TFormulaSimplify [650]
                0.00    0.00      56/186         TFormulaVarIsFree [633]
                0.00    0.00      28/948         TFormulaFCodeAlloc [528]
                0.00    0.00      37/37          tprop_arg_return_other [720]
                0.00    0.00      68/200         TFormulaIsPropConst [703]
                0.00    0.00      29/29          tprop_arg_return [724]
                0.00    0.00      10/63          SigGetOtherEqnCode [987]
                                 173             TFormulaSimplify [650]
-----------------------------------------------
                0.00    0.00 1234270/1234270     ConjectureTermPrefixWeightCompute [38]
[651]    0.0    0.00    0.00 1234270         prfx_init [651]
                0.00    0.00      24/24          prfx_insert_subgens [652]
                0.00    0.00       2/5           VarBankAlloc [731]
                0.00    0.00       2/5           PDTreeAlloc [747]
-----------------------------------------------
                0.00    0.00      24/24          prfx_init [651]
[652]    0.0    0.00    0.00      24         prfx_insert_subgens [652]
                0.00    0.00      34/34          prfx_insert_term [658]
                0.00    0.00      24/24          ComputeSubtermsGeneralizations [713]
                0.00    0.00      24/24          FreeGeneralizations [742]
-----------------------------------------------
                0.00    0.00      38/38          ClauseTableauExtensionRule <cycle 10> [283]
[653]    0.0    0.00    0.00      38         ClauseTableauBranchContainsLiteral [653]
                0.00    0.00      29/2177        EqnUnify [458]
                0.00    0.00      88/12933490     SubstBacktrack [192]
                0.00    0.00       2/163         SubstIsRenaming [726]
                0.00    0.00      76/16050       ExecuteSchedule [858]
-----------------------------------------------
                0.00    0.00     122/122         EqnListTSTPPrint [656]
[654]    0.0    0.00    0.00     122         EqnTSTPPrint [654]
                0.00    0.00     139/374         TBPrintTerm [610]
-----------------------------------------------
                0.00    0.00      57/57          ClauseTSTPPrint [640]
[655]    0.0    0.00    0.00      57         ClauseTSTPCorePrint [655]
                0.00    0.00      57/57          EqnListTSTPPrint [656]
-----------------------------------------------
                0.00    0.00      57/57          ClauseTSTPCorePrint [655]
[656]    0.0    0.00    0.00      57         EqnListTSTPPrint [656]
                0.00    0.00     122/122         EqnTSTPPrint [654]
-----------------------------------------------
                0.00    0.00     665/665         PDTreeDelete [466]
[657]    0.0    0.00    0.00     665         PTreeNodes [657]
                0.00    0.00    2660/4249576     PQueueIncIndex [314]
-----------------------------------------------
                0.00    0.00      34/34          prfx_insert_subgens [652]
[658]    0.0    0.00    0.00      34         prfx_insert_term [658]
                0.00    0.00      34/1263        PDTreeInsertTerm [492]
                0.00    0.00      34/586164      TermFree [383]
                0.00    0.00      34/50623133     TermCopyNormalizeVars [111]
-----------------------------------------------
                0.00    0.00      16/16          tformula_rek_skolemize [588]
[659]    0.0    0.00    0.00      16         TBAllocNewSkolem [659]
                0.00    0.00      16/14578       TBInsert [379]
                0.00    0.00      16/16          TermAllocNewSkolem [705]
                0.00    0.00      16/586164      TermFree [383]
-----------------------------------------------
                0.00    0.00       1/1           ClauseSetPreprocess [510]
[660]    0.0    0.00    0.00       1         ClauseSetRemoveSuperfluousLiterals [660]
                0.00    0.00      57/693476      ClauseRemoveSuperfluousLiterals [181]
-----------------------------------------------
                0.00    0.00       8/64          troot_nnf [609]
                0.00    0.00       8/64          TFormulaMiniScope [638]
                0.00    0.00      48/64          TFormulaShiftQuantors [663]
[661]    0.0    0.00    0.00      64         TFormulaQuantorAlloc [661]
                0.00    0.00      64/948         TFormulaFCodeAlloc [528]
-----------------------------------------------
                                  25             TFormulaTSTPParse <cycle 6> [674]
[662]    0.0    0.00    0.00      25         assoc_tform_tstp_parse <cycle 6> [662]
                0.00    0.00      29/89611       NextToken [337]
                0.00    0.00      29/948         TFormulaFCodeAlloc [528]
                0.00    0.00      54/252196      TestTok [826]
                0.00    0.00      29/93687       CheckInpTok [836]
                0.00    0.00      25/46          tptp_operator_convert [1008]
                                  29             literal_tform_tstp_parse <cycle 6> [527]
-----------------------------------------------
                0.00    0.00      34/34          WTFormulaConjunctiveNF3 [519]
[663]    0.0    0.00    0.00      34         TFormulaShiftQuantors [663]
                0.00    0.00      48/64          TFormulaQuantorAlloc [661]
                0.00    0.00      34/34          extract_formula_core [708]
                0.00    0.00     116/406         ClauseInfoGetIdCounter [917]
-----------------------------------------------
                0.00    0.00       1/1           RelevanceDataCompute [421]
[664]    0.0    0.00    0.00       1         RelevanceAlloc [664]
                0.00    0.00       3/2803        OverlapIndexDeleteIntoClause2 [357]
                0.00    0.00       2/2           FIndexAlloc [764]
                0.00    0.00       1/4798        PDArrayAlloc [549]
                0.00    0.00       4/12          PListAlloc [1050]
-----------------------------------------------
                0.00    0.00       1/1           WeightFunParse [343]
[665]    0.0    0.00    0.00       1         TSMWeightParse [665]
                0.00    0.00       9/11138       ParseFloat [394]
                0.00    0.00      22/89611       NextToken [337]
                0.00    0.00       4/10747       ParseInt [423]
                0.00    0.00       1/3963        ParsePrioFun [465]
                0.00    0.00       1/1           ParseFilename [749]
                0.00    0.00      21/93687       CheckInpTok [836]
                0.00    0.00       2/338315      DStrView [823]
                0.00    0.00       1/69          CheckInpId [982]
                0.00    0.00       1/11485       TestId [872]
                0.00    0.00       1/7928        StringIndex [879]
                0.00    0.00       1/1           GetIndexType [1156]
                0.00    0.00       1/1           TSMWeightInit [1186]
-----------------------------------------------
                0.00    0.00       1/1           DerivationCompute [629]
[666]    0.0    0.00    0.00       1         DerivationExtract [666]
                0.00    0.00      89/235         DerivationGetDerived [628]
                0.00    0.00     336/1975943     PStackCopy [793]
                0.00    0.00     123/335         derived_get_derivation [921]
                0.00    0.00     123/123         DerivStackExtractOptParents [949]
                0.00    0.00      57/171         DerivedInProof [940]
                0.00    0.00      57/114         DerivedSetInProof [957]
                0.00    0.00       5/2614286     DocClauseApplyDefs [790]
-----------------------------------------------
                0.00    0.00       1/1           DerivationCompute [629]
[667]    0.0    0.00    0.00       1         DerivationTopoSort [667]
                0.00    0.00      89/235         DerivationGetDerived [628]
                0.00    0.00     270/1975943     PStackCopy [793]
                0.00    0.00     180/2092        PStackElementRef [893]
                0.00    0.00     155/335         derived_get_derivation [921]
                0.00    0.00      89/89          DerivStackExtractParents [971]
                0.00    0.00       6/2614286     DocClauseApplyDefs [790]
                0.00    0.00       1/41          PStackPushStack [1015]
-----------------------------------------------
                0.00    0.00       1/1           SpecFeaturesCompute [623]
[668]    0.0    0.00    0.00       1         ClauseSetTermCells [668]
                0.00    0.00      57/1234327     ClauseWeight [156]
-----------------------------------------------
                0.00    0.00       6/6           FoldUpAtNode <cycle 10> [621]
[669]    0.0    0.00    0.00       6         ClauseTableauEdgeInsert [669]
                0.00    0.00       6/1893449     ClauseSetInsert [50]
                0.00    0.00       6/295         ClauseSetAlloc [620]
-----------------------------------------------
                0.00    0.00      57/57          ClauseSetCanonize [512]
[670]    0.0    0.00    0.00      57         ClauseCanonize [670]
                0.00    0.00      57/131144      ClauseSortLiterals [309]
                0.00    0.00     122/122         EqnCanonize [740]
-----------------------------------------------
                0.00    0.00      41/41          literal_tform_tstp_parse <cycle 6> [527]
[671]    0.0    0.00    0.00      41         tptp_quantor_parse [671]
                0.00    0.00      41/89611       NextToken [337]
                0.00    0.00      41/93687       CheckInpTok [836]
                0.00    0.00      41/252196      TestTok [826]
-----------------------------------------------
                0.00    0.00       1/1           Etableau [2]
[672]    0.0    0.00    0.00       1         EtableauGetStartRuleCandidates [672]
                0.00    0.00       2/1893113     ClauseSetExtractEntry [27]
                0.00    0.00       2/1893449     ClauseSetInsert [50]
                0.00    0.00       2/12          PListFree [716]
                0.00    0.00       1/295         ClauseSetAlloc [620]
                0.00    0.00       2/12          PListAlloc [1050]
                0.00    0.00       1/2           ClauseSetSplitConjectures [1093]
-----------------------------------------------
                0.00    0.00    2063/2063        ClauseContextualSimplifyReflect [67]
[673]    0.0    0.00    0.00    2063         ClauseRemoveLiteral [673]
                0.00    0.00    2063/8297        ClauseRemoveLiteralRef [611]
-----------------------------------------------
                                  78             literal_tform_tstp_parse <cycle 6> [527]
                0.00    0.00      34/34          WFormulaTSTPParse [508]
[674]    0.0    0.00    0.00     112         TFormulaTSTPParse <cycle 6> [674]
                0.00    0.00      21/21          tptp_operator_parse [692]
                0.00    0.00      21/948         TFormulaFCodeAlloc [528]
                0.00    0.00     199/252196      TestTok [826]
                                 133             literal_tform_tstp_parse <cycle 6> [527]
                                  25             assoc_tform_tstp_parse <cycle 6> [662]
-----------------------------------------------
                0.00    0.00       1/1           Etableau [2]
[675]    0.0    0.00    0.00       1         ClauseSetInsertSet [675]
                0.00    0.00       2/1855462     ClauseSetExtractFirst [30]
                0.00    0.00       2/1893449     ClauseSetInsert [50]
-----------------------------------------------
                0.00    0.00      66/310         TFormulaIsUntyped [714]
                0.00    0.00     244/310         EqnIsUntyped [686]
[676]    0.0    0.00    0.00     310         TermIsUntyped [676]
                0.00    0.00     620/66621381     PDArrayAddVarDistrib [82]
-----------------------------------------------
                0.00    0.00      34/34          TFormulaSetDelTermpProp [678]
[677]    0.0    0.00    0.00      34         TermDelProp [677]
                0.00    0.00    2838/30506900     SigSymbolUnifiesWithVar [208]
-----------------------------------------------
                0.00    0.00       1/1           TFormulaSetIntroduceDefs [618]
[678]    0.0    0.00    0.00       1         TFormulaSetDelTermpProp [678]
                0.00    0.00      34/34          TermDelProp [677]
-----------------------------------------------
                0.00    0.00       1/1           parse_spec [504]
[679]    0.0    0.00    0.00       1         ProofStateAlloc [679]
                0.00    0.00       2/2           TBAlloc [707]
                0.00    0.00      12/15          GCRegisterClauseSet [712]
                0.00    0.00      11/295         ClauseSetAlloc [620]
                0.00    0.00       1/1           TypeBankAlloc [721]
                0.00    0.00       4/4           GCRegisterFormulaSet [730]
                0.00    0.00       1/1           SigInsertInternalCodes [752]
                0.00    0.00       3/5           PDTreeAlloc [747]
                0.00    0.00       1/5           VarBankAlloc [731]
                0.00    0.00       1/1           DefStoreAlloc [755]
                0.00    0.00       1/1           SigAlloc [769]
                0.00    0.00       1/1           VarBankPairShadow [785]
                0.00    0.00       3/5           FormulaSetAlloc [1082]
                0.00    0.00       2/2           SatClauseSetCheckUnsat [1102]
                0.00    0.00       2/2           GlobalIndicesNull [1098]
                0.00    0.00       1/1           GCAdminAlloc [1155]
-----------------------------------------------
                                 654             TBTermCollectSubterms [680]
                0.00    0.00     708/708         EqnCollectSubterms [681]
[680]    0.0    0.00    0.00     708+654     TBTermCollectSubterms [680]
                0.00    0.00     782/50623133     TermCopyNormalizeVars [111]
                                 654             TBTermCollectSubterms [680]
-----------------------------------------------
                0.00    0.00     354/354         EqnListCollectSubterms [165]
[681]    0.0    0.00    0.00     354         EqnCollectSubterms [681]
                0.00    0.00     708/708         TBTermCollectSubterms [680]
-----------------------------------------------
                0.00    0.00      41/41          SubstDStrPrint [683]
[682]    0.0    0.00    0.00      41         SubstBindingPrint [682]
                0.00    0.00      82/563         TermPrintFO <cycle 2> [595]
-----------------------------------------------
                0.00    0.00      15/34          ClauseTableauExtensionRule <cycle 10> [283]
                0.00    0.00      19/34          ClauseTableauBranchClosureRuleWrapper <cycle 10> [462]
[683]    0.0    0.00    0.00      34         SubstDStrPrint [683]
                0.00    0.00      41/41          SubstBindingPrint [682]
                0.00    0.00      41/16050       ExecuteSchedule [858]
                0.00    0.00      34/18814       DStrAppendStr [853]
-----------------------------------------------
                0.00    0.00      34/34          WFormulaTSTPParse [508]
[684]    0.0    0.00    0.00      34         ClauseTypeParse [684]
                0.00    0.00      34/89611       NextToken [337]
                0.00    0.00      36/11485       TestId [872]
                0.00    0.00      34/69          CheckInpId [982]
                0.00    0.00      34/93687       CheckInpTok [836]
-----------------------------------------------
                0.00    0.00       1/1           ClauseSetPreprocess [510]
[685]    0.0    0.00    0.00       1         ClauseSetFilterTautologies [685]
                0.00    0.00      57/2676452     ClauseIsTautology [136]
-----------------------------------------------
                0.00    0.00     122/122         ClauseIsUntyped [687]
[686]    0.0    0.00    0.00     122         EqnIsUntyped [686]
                0.00    0.00     244/310         TermIsUntyped [676]
-----------------------------------------------
                0.00    0.00      57/57          ClauseTSTPPrint [640]
[687]    0.0    0.00    0.00      57         ClauseIsUntyped [687]
                0.00    0.00     122/122         EqnIsUntyped [686]
-----------------------------------------------
                                 184             tform_find_miniscopeable [688]
                0.00    0.00      34/34          TFormulaMiniScope3 [625]
[688]    0.0    0.00    0.00      34+184     tform_find_miniscopeable [688]
                0.00    0.00     173/173         PTreeMerge [693]
                0.00    0.00      11/357949      PTreeStore [250]
                0.00    0.00      11/406907      PTreeFree [402]
                                 184             tform_find_miniscopeable [688]
-----------------------------------------------
                0.00    0.00       1/6           parse_spec [504]
                0.00    0.00       2/6           ProofControlInit [288]
                0.00    0.00       3/6           GetHeuristic <cycle 9> [701]
[689]    0.0    0.00    0.00       6         CreateScanner [689]
                0.00    0.00      24/89635       scan_real_token [336]
                0.00    0.00      61/817         DStrAlloc [904]
                0.00    0.00       6/12          ExitIO [1049]
                0.00    0.00       6/6           OpenStackedInput [1078]
                0.00    0.00       3/18814       DStrAppendStr [853]
                0.00    0.00       2/338315      DStrView [823]
                0.00    0.00       1/1           FileNameDirName [1147]
                0.00    0.00       1/1           FileNameBaseName [1146]
                0.00    0.00       1/98190       DStrFree [835]
-----------------------------------------------
                0.00    0.00       2/2           WeightFunParse [343]
[690]    0.0    0.00    0.00       2         RandWeightParse [690]
                0.00    0.00      10/89611       NextToken [337]
                0.00    0.00       4/11138       ParseFloat [394]
                0.00    0.00       2/10747       ParseInt [423]
                0.00    0.00       2/3963        ParsePrioFun [465]
                0.00    0.00      10/93687       CheckInpTok [836]
                0.00    0.00       6/252196      TestTok [826]
                0.00    0.00       2/2           RandWeightInit [1101]
-----------------------------------------------
                0.00    0.00      34/34          TermCopyNormalizeVars [111]
[691]    0.0    0.00    0.00      34         TermCopyNormalizeVarsAlpha [691]
                0.00    0.00      34/34          create_var_renaming_de_bruin [702]
                0.00    0.00      34/34          TermCopyRenameVars [718]
                0.00    0.00      34/66608       NumTreeFree [840]
-----------------------------------------------
                0.00    0.00      21/21          TFormulaTSTPParse <cycle 6> [674]
[692]    0.0    0.00    0.00      21         tptp_operator_parse [692]
                0.00    0.00      21/89611       NextToken [337]
                0.00    0.00      21/93687       CheckInpTok [836]
                0.00    0.00      21/46          tptp_operator_convert [1008]
-----------------------------------------------
                0.00    0.00     173/173         tform_find_miniscopeable [688]
[693]    0.0    0.00    0.00     173         PTreeMerge [693]
                0.00    0.00     704/4249576     PQueueIncIndex [314]
                0.00    0.00       3/357952      PTreeInsert [251]
-----------------------------------------------
                0.00    0.00       6/110         TypeDeclareIsNotPredicate [746]
                0.00    0.00     104/110         tb_termtop_insert [53]
[694]    0.0    0.00    0.00     110         TypeInferSort [694]
                0.00    0.00     195/8509957     SigIsFixedType [214]
                0.00    0.00      11/3221691     TypeBankInsertTypeShared [112]
                0.00    0.00      12/3221688     SigDeclareType [263]
                0.00    0.00      86/86          term_determine_type [975]
                0.00    0.00      22/22          TypeHasBool [1040]
                0.00    0.00      12/12          infer_return_sort [1053]
-----------------------------------------------
                0.00    0.00      34/34          FormulaSetHasInterpretedSymbol [696]
[695]    0.0    0.00    0.00      34         TermHasInterpretedSymbol [695]
                0.00    0.00    1174/30506900     SigSymbolUnifiesWithVar [208]
-----------------------------------------------
                0.00    0.00       1/1           parse_spec [504]
[696]    0.0    0.00    0.00       1         FormulaSetHasInterpretedSymbol [696]
                0.00    0.00      34/34          TermHasInterpretedSymbol [695]
-----------------------------------------------
                               38148             ClausePosNextEqualityFactorSides [697]
                0.00    0.00   12667/46193       ClausePosFirstEqResLiteral [723]
                0.00    0.00   14452/46193       ComputeAllEqualityFactors [296]
                0.00    0.00   19074/46193       ComputeEqRes [380]
[697]    0.0    0.00    0.00   46193+38148   ClausePosNextEqualityFactorSides [697]
                0.00    0.00    3553/3553        ClausePosFindNextMaximalSide [698]
                0.00    0.00    7226/10779       find_next_potential_eq_factor_partner [875]
                0.00    0.00    1073/3553        find_first_eq_factor_partner [891]
                               38148             ClausePosNextEqualityFactorSides [697]
-----------------------------------------------
                0.00    0.00    3553/3553        ClausePosNextEqualityFactorSides [697]
[698]    0.0    0.00    0.00    3553         ClausePosFindNextMaximalSide [698]
                0.00    0.00    3553/254103      WTFormulaConjunctiveNF3 [519]
                0.00    0.00    3532/9376        ClausePosFindMaxLiteral [877]
                0.00    0.00    1073/3553        TermPosFirstLIPosition [890]
-----------------------------------------------
[699]    0.0    0.00    0.00       4+3       <cycle 9 as a whole> [699]
                0.00    0.00       5+4           GetHeuristic <cycle 9> [701]
                0.00    0.00       1             HCBAutoModeCreate <cycle 9> [1159]
                0.00    0.00       1             HCBCreate <cycle 9> [1160]
-----------------------------------------------
                0.00    0.00       5/5           WeightFunParse [343]
[700]    0.0    0.00    0.00       5         DefaultWeightParse [700]
                0.00    0.00      10/89611       NextToken [337]
                0.00    0.00       5/3963        ParsePrioFun [465]
                0.00    0.00      10/93687       CheckInpTok [836]
                0.00    0.00       5/5           DefaultWeightInit [1080]
-----------------------------------------------
                                   4             GetHeuristic <cycle 9> [701]
                                   1             HCBAutoModeCreate <cycle 9> [1159]
                0.00    0.00       1/4           ProofControlInit [288]
                0.00    0.00       1/4           ProofStateInit [401]
                0.00    0.00       2/4           main [1]
[701]    0.0    0.00    0.00       5+4       GetHeuristic <cycle 9> [701]
                0.00    0.00       3/6           CreateScanner [689]
                0.00    0.00       3/89611       NextToken [337]
                0.00    0.00       4/1904189     SecureMalloc [795]
                0.00    0.00       3/252196      TestTok [826]
                0.00    0.00       3/5945        SecureStrdup [881]
                0.00    0.00       3/338315      DStrView [823]
                0.00    0.00       3/93687       CheckInpTok [836]
                0.00    0.00       3/6           DestroyScanner [1069]
                0.00    0.00       3/3           HCBAdminFindHCB [1090]
                                   1             HCBCreate <cycle 9> [1160]
                                   4             GetHeuristic <cycle 9> [701]
-----------------------------------------------
                0.00    0.00      34/34          TermCopyNormalizeVarsAlpha [691]
[702]    0.0    0.00    0.00      34         create_var_renaming_de_bruin [702]
                0.00    0.00     192/66621381     PDArrayAddVarDistrib [82]
                0.00    0.00      20/353454      TermTopAlloc [354]
                0.00    0.00      20/207260      NumTreeFind [829]
                0.00    0.00      20/56          NumTreeCellAllocEmpty [998]
                0.00    0.00      20/70311       NumTreeInsert [837]
-----------------------------------------------
                0.00    0.00      58/200         tprop_arg_return [724]
                0.00    0.00      68/200         TFormulaSimplify [650]
                0.00    0.00      74/200         tprop_arg_return_other [720]
[703]    0.0    0.00    0.00     200         TFormulaIsPropConst [703]
                0.00    0.00     200/3112        ClauseQueryLiteral [598]
-----------------------------------------------
                0.00    0.00       1/1           scan_token [334]
[704]    0.0    0.00    0.00       1         scan_C_comment [704]
                0.00    0.00      40/277619      DStrAppendChar [323]
                0.00    0.00      40/270593      StreamNextChar [825]
-----------------------------------------------
                0.00    0.00      16/16          TBAllocNewSkolem [659]
[705]    0.0    0.00    0.00      16         TermAllocNewSkolem [705]
                0.00    0.00      16/3221691     TypeBankInsertTypeShared [112]
                0.00    0.00      16/3221688     SigDeclareType [263]
                0.00    0.00      55/30506900     SigSymbolUnifiesWithVar [208]
                0.00    0.00      16/16          FlattenType [1043]
                0.00    0.00      16/16          SigGetNewSkolemCode [1044]
-----------------------------------------------
                0.00    0.00      84/84          EqnTermsTBTermEncode [644]
[706]    0.0    0.00    0.00      84         TermDefaultCellAlloc.lto_priv.509 [706]
                0.00    0.00      84/4779015     SizeMallocReal.lto_priv.418 [170]
-----------------------------------------------
                0.00    0.00       2/2           ProofStateAlloc [679]
[707]    0.0    0.00    0.00       2         TBAlloc [707]
                0.00    0.00       4/14578       TBInsert [379]
                0.00    0.00       2/5           VarBankAlloc [731]
                0.00    0.00       2/495876      PDIntArrayAlloc [281]
                0.00    0.00       6/50623133     TermCopyNormalizeVars [111]
                0.00    0.00       4/586164      TermFree [383]
                0.00    0.00       2/4798        PDArrayAlloc [549]
                0.00    0.00       2/2           TermCellStoreInit [1106]
-----------------------------------------------
                                 130             extract_formula_core [708]
                0.00    0.00      34/34          TFormulaShiftQuantors [663]
[708]    0.0    0.00    0.00      34+130     extract_formula_core [708]
                0.00    0.00      13/948         TFormulaFCodeAlloc [528]
                0.00    0.00      48/406         ClauseInfoGetIdCounter [917]
                                 130             extract_formula_core [708]
-----------------------------------------------
                0.00    0.00    5844/5844        ClausePosFirstEqualityFactorSides [710]
[709]    0.0    0.00    0.00    5844         ClausePosFindFirstMaximalSide [709]
                0.00    0.00    2480/254103      WTFormulaConjunctiveNF3 [519]
                0.00    0.00    5844/9376        ClausePosFindMaxLiteral [877]
                0.00    0.00    2480/3553        TermPosFirstLIPosition [890]
-----------------------------------------------
                0.00    0.00    5844/5844        ComputeAllEqualityFactors [296]
[710]    0.0    0.00    0.00    5844         ClausePosFirstEqualityFactorSides [710]
                0.00    0.00    5844/5844        ClausePosFindFirstMaximalSide [709]
                0.00    0.00    2480/3553        find_first_eq_factor_partner [891]
-----------------------------------------------
                0.00    0.00       2/2           RelevanceFree [608]
[711]    0.0    0.00    0.00       2         FIndexFree [711]
                0.00    0.00     200/406907      PTreeFree [402]
                0.00    0.00     202/100883      TermComputeRWSequence [521]
                0.00    0.00       2/498769      PDArrayFree [348]
-----------------------------------------------
                0.00    0.00       3/15          Etableau [2]
                0.00    0.00      12/15          ProofStateAlloc [679]
[712]    0.0    0.00    0.00      15         GCRegisterClauseSet [712]
                0.00    0.00      15/357949      PTreeStore [250]
-----------------------------------------------
                0.00    0.00      24/24          prfx_insert_subgens [652]
[713]    0.0    0.00    0.00      24         ComputeSubtermsGeneralizations [713]
                0.00    0.00      24/657049      NumTreeTraverseInit [270]
                0.00    0.00      24/24          compute_subterms_generalizations [736]
                0.00    0.00     108/512         ConjectureTermTfIdfWeightExit [912]
                0.00    0.00      60/1139133     NumTreeTraverseNext [802]
                0.00    0.00      24/66608       NumTreeFree [840]
-----------------------------------------------
                0.00    0.00      66/66          WFormulaTSTPPrint [567]
[714]    0.0    0.00    0.00      66         TFormulaIsUntyped [714]
                0.00    0.00      66/310         TermIsUntyped [676]
-----------------------------------------------
                0.00    0.00       7/7           eqn_parse_infix [564]
[715]    0.0    0.00    0.00       7         TypeDeclareIsPredicate [715]
                0.00    0.00       7/3530903     SigDeclareIsPredicate [92]
-----------------------------------------------
                0.00    0.00       2/12          EtableauGetStartRuleCandidates [672]
                0.00    0.00      10/12          RelevanceFree [608]
[716]    0.0    0.00    0.00      12         PListFree [716]
                0.00    0.00     114/3321138     PListDelete <cycle 5> [328]
                0.00    0.00      12/256         FixedDArrayCopy [925]
-----------------------------------------------
                0.00    0.00       2/2           FCodeFeatureArrayAlloc [574]
[717]    0.0    0.00    0.00       2         ClauseSetAddConjSymbolDistribution [717]
                0.00    0.00       4/287         EqnListAddSymbolDistribution [555]
-----------------------------------------------
                                  28             TermCopyRenameVars [718]
                0.00    0.00      34/34          TermCopyNormalizeVarsAlpha [691]
[718]    0.0    0.00    0.00      34+28      TermCopyRenameVars [718]
                0.00    0.00      42/2467530     PStackDiscardTop [216]
                0.00    0.00      20/207260      NumTreeFind [829]
                                  28             TermCopyRenameVars [718]
-----------------------------------------------
                                 155             TermStructWeightCompare [719]
                0.00    0.00     122/387         EqnCanonize [740]
                0.00    0.00     265/387         EqnStructWeightCompare [725]
[719]    0.0    0.00    0.00     387+155     TermStructWeightCompare [719]
                0.00    0.00      51/6443446     TypesCmp [172]
                                 155             TermStructWeightCompare [719]
-----------------------------------------------
                0.00    0.00      37/37          TFormulaSimplify [650]
[720]    0.0    0.00    0.00      37         tprop_arg_return_other [720]
                0.00    0.00      74/200         TFormulaIsPropConst [703]
-----------------------------------------------
                0.00    0.00       1/1           ProofStateAlloc [679]
[721]    0.0    0.00    0.00       1         TypeBankAlloc [721]
